color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,7.9,0.53,0.24,2.0,0.072,15.0,4.663439094112067,0.996,3.27,0.54,9.4,6
0,5.7,0.12,0.26,5.5,0.034,21.0,4.605170185988092,0.99324,3.09,0.57,9.9,6
1,7.5,0.42,0.31,1.6,0.08,15.0,3.7612001156935624,0.9978,3.31,0.64,9.0,5
0,7.0,0.3,0.38,14.9,0.032,60.0,5.204006687076795,0.9983,3.18,0.61,9.3,7
0,7.7,0.28,0.29,4.3,0.051,25.0,4.962844630259907,0.9939,3.16,0.39,10.2,5
1,7.6,0.62,0.32,2.2,0.082,7.0,4.007333185232471,0.9966,3.36,0.52,9.4,5
0,6.6,0.25,0.3,14.4,0.052,40.0,5.214935757608986,0.998,3.02,0.5,9.1,6
0,6.8,0.22,0.37,15.2,0.051,68.0,5.187385805840755,0.99935,3.4,0.85,9.3,6
0,6.0,0.27,0.15,1.5,0.056,35.0,4.859812404361672,0.9936,3.12,0.45,8.8,5
0,7.7,0.39,0.34,10.0,0.056,35.0,5.187385805840755,0.9974,3.26,0.6,10.2,5
0,6.5,0.28,0.35,15.4,0.042,55.0,5.278114659230517,0.9978,3.23,0.5,9.6,6
0,7.3,0.17,0.23,6.3,0.051,35.0,5.484796933490655,0.9963,3.36,0.54,10.0,6
1,7.3,0.51,0.18,2.1,0.07,12.0,3.367295829986474,0.99768,3.52,0.73,9.5,6
0,8.7,0.24,0.35,0.6,0.042,11.0,4.276666119016055,0.9926,3.08,0.38,10.6,5
0,6.3,0.17,0.32,4.2,0.04,37.0,4.770684624465665,0.99182,3.24,0.43,11.3,6
1,7.2,0.57,0.05,2.3,0.081,16.0,3.6109179126442243,0.99564,3.38,0.6,10.3,6
0,6.0,0.26,0.33,4.35,0.04,15.0,4.394449154672439,0.98934,3.29,0.5,12.7,6
0,5.7,0.22,0.2,16.0,0.044,41.0,4.736198448394496,0.99862,3.22,0.46,8.9,6
0,7.0,0.28,0.33,14.6,0.043,47.0,5.1298987149230735,0.9994,3.34,0.67,8.8,6
0,7.9,0.345,0.51,15.3,0.047,54.0,5.147494476813453,0.9987,3.09,0.51,9.1,5
0,6.2,0.28,0.45,7.5,0.045,46.0,5.318119993844216,0.99573,3.26,0.46,9.2,6
1,10.5,0.51,0.64,2.4,0.107,6.0,2.772588722239781,0.9973,3.09,0.66,11.8,7
0,8.1,0.27,0.33,1.3,0.045,26.0,4.61512051684126,0.99066,2.98,0.44,12.4,6
1,12.5,0.46,0.49,4.5,0.07,26.0,3.912023005428146,0.9981,3.05,0.57,9.6,4
0,5.7,0.15,0.28,3.7,0.045,57.0,5.0238805208462765,0.9913,3.22,0.27,11.2,6
0,6.1,0.32,0.28,6.6,0.021,29.0,4.890349128221754,0.99188,3.15,0.36,11.45,7
0,5.8,0.36,0.5,1.0,0.127,63.0,5.187385805840755,0.99212,3.1,0.45,9.7,5
0,6.4,0.18,0.48,18.0,0.054,56.0,5.214935757608986,1.00038,2.98,0.61,8.5,6
1,7.8,0.57,0.31,1.8,0.069,26.0,4.795790545596741,0.99625,3.29,0.53,9.3,5
1,10.4,0.33,0.63,2.8,0.084,5.0,3.1354942159291497,0.9998,3.26,0.74,11.2,7
0,6.4,0.41,0.24,14.0,0.048,24.0,4.736198448394496,0.9982,3.44,0.53,9.8,6
0,7.4,0.17,0.4,5.5,0.037,34.0,5.087596335232384,0.9935,3.05,0.62,11.5,4
1,10.8,0.32,0.44,1.6,0.063,16.0,3.6375861597263857,0.9985,3.22,0.78,10.0,6
0,6.4,0.62,0.12,4.7,0.06,33.0,5.2832037287379885,0.99556,3.22,0.48,8.9,5
1,9.1,0.3,0.41,2.0,0.068,10.0,3.2188758248682006,0.99523,3.27,0.85,11.7,7
0,5.8,0.32,0.28,4.3,0.032,46.0,4.7535901911063645,0.98946,3.16,0.57,13.0,8
0,6.7,0.41,0.34,9.2,0.049,29.0,5.017279836814924,0.9968,3.22,0.51,9.1,5
0,9.4,0.28,0.3,1.6,0.045,36.0,4.941642422609304,0.99534,3.11,0.49,9.3,5
1,7.2,0.49,0.18,2.7,0.069,13.0,3.5553480614894135,0.9967,3.29,0.48,9.2,6
1,9.5,0.46,0.24,2.7,0.092,14.0,3.8066624897703196,0.998,3.12,0.74,10.0,6
1,7.3,0.67,0.02,2.2,0.072,31.0,4.532599493153256,0.99566,3.32,0.68,11.0666666666667,6
0,6.6,0.28,0.36,1.7,0.038,22.0,4.624972813284271,0.9912,3.29,0.57,11.6,6
0,7.9,0.12,0.49,5.2,0.049,33.0,5.030437921392435,0.9952,3.18,0.47,10.6,6
0,6.4,0.17,0.34,13.4,0.044,45.0,4.941642422609304,0.99752,3.06,0.43,9.1,6
0,7.9,0.26,0.41,15.15,0.04,38.0,5.37989735354046,0.9976,2.96,0.6,10.0,6
1,7.9,0.35,0.21,1.9,0.073,46.0,4.634728988229636,0.9964,3.27,0.58,9.5,5
1,9.6,0.56,0.23,3.4,0.102,37.0,4.532599493153256,0.9996,3.3,0.65,10.1,5
0,5.2,0.38,0.26,7.7,0.053,20.0,4.6443908991413725,0.9925,3.27,0.45,12.2,6
1,9.5,0.78,0.22,1.9,0.077,6.0,3.4965075614664802,0.9988,3.26,0.56,10.6,6
0,6.4,0.21,0.34,16.05,0.04,56.0,4.962844630259907,0.99678,3.11,0.38,10.6,5
1,8.1,0.575,0.22,2.1,0.077,12.0,4.189654742026425,0.9967,3.29,0.51,9.2,5
0,8.0,0.25,0.49,1.2,0.061,27.0,4.770684624465665,0.9938,3.08,0.34,9.4,5
0,9.2,0.14,0.37,1.1,0.034,36.0,4.442651256490317,0.99136,3.05,0.55,11.6,6
0,7.4,0.41,0.66,10.8,0.051,77.0,5.272999558563747,0.9976,3.05,0.46,8.7,5
0,6.5,0.17,0.54,8.5,0.082,64.0,5.099866427824199,0.9959,2.89,0.39,8.8,6
1,7.0,0.62,0.08,1.8,0.076,8.0,3.2188758248682006,0.9978,3.48,0.53,9.0,5
0,6.3,0.21,0.33,13.9,0.046,68.0,5.19295685089021,0.9971,3.36,0.5,10.4,6
0,6.8,0.17,0.74,2.4,0.053,61.0,5.209486152841421,0.9953,3.63,0.76,10.5,6
0,7.6,0.27,0.29,2.5,0.059,37.0,4.7535901911063645,0.99328,3.09,0.37,9.8,5
0,6.3,0.12,0.36,2.1,0.044,47.0,4.990432586778736,0.9914,3.27,0.74,11.4,7
0,6.6,0.34,0.34,2.6,0.051,40.5,5.351858133476067,0.99314,3.15,0.61,10.0,5
0,8.4,0.57,0.44,10.7,0.051,46.0,5.278114659230517,0.9981,3.15,0.51,10.4,5
1,7.8,0.88,0.0,2.6,0.098,25.0,4.219507705176107,0.9968,3.2,0.68,9.8,5
0,6.9,0.615,0.42,12.0,0.067,24.0,4.882801922586371,0.99727,3.19,0.34,9.3,5
1,8.8,0.3,0.38,2.3,0.06,19.0,4.290459441148391,0.99543,3.39,0.72,11.8,6
0,4.9,0.345,0.34,1.0,0.068,32.0,4.969813299576001,0.99138,3.24,0.4,10.1,5
0,6.0,0.4,0.3,1.6,0.047,30.0,4.770684624465665,0.9931,3.17,0.48,10.1,6
1,6.6,0.39,0.49,1.7,0.07,23.0,5.0106352940962555,0.9922,3.12,0.5,11.5,6
0,6.5,0.26,0.31,3.6,0.03,36.0,4.532599493153256,0.99026,3.22,0.62,12.6,8
0,6.7,0.18,0.3,6.4,0.048,40.0,5.529429087511423,0.9956,3.29,0.52,10.0,5
0,6.0,0.2,0.24,1.8,0.03,30.0,4.663439094112067,0.9909,3.31,0.47,11.5,6
1,8.0,0.3,0.63,1.6,0.081,16.0,3.4011973816621555,0.99588,3.3,0.78,10.8,6
0,6.3,0.43,0.32,8.8,0.042,18.0,4.672828834461906,0.99172,3.28,0.33,12.9,7
1,8.2,0.57,0.26,2.2,0.06,28.0,4.189654742026425,0.9959,3.3,0.43,10.1,5
1,8.3,0.43,0.3,3.4,0.079,7.0,3.5553480614894135,0.99788,3.36,0.61,10.5,5
0,7.5,0.29,0.67,8.1,0.037,53.0,5.117993812416755,0.9966,2.9,0.41,8.9,6
0,6.9,0.28,0.33,1.2,0.039,16.0,4.59511985013459,0.9904,3.07,0.39,11.7,6
0,6.9,0.24,0.36,20.8,0.031,40.0,4.941642422609304,0.9975,3.2,0.33,11.0,6
0,7.1,0.33,0.18,6.3,0.094,27.0,5.117993812416755,0.99474,2.9,0.49,9.5,5
1,7.2,0.695,0.13,2.0,0.076,12.0,3.044522437723423,0.99546,3.29,0.54,10.1,5
1,7.8,0.63,0.48,1.7,0.1,14.0,4.574710978503383,0.9961,3.19,0.62,9.5,5
0,7.0,0.25,0.45,2.3,0.045,40.0,4.77912349311153,0.99064,3.16,0.48,11.9,7
0,8.0,0.23,0.35,9.2,0.044,53.0,5.231108616854587,0.997,3.09,0.56,9.5,7
0,6.0,0.22,0.28,1.1,0.034,47.0,4.51085950651685,0.98862,3.22,0.38,12.6,6
0,5.9,0.3,0.29,1.1,0.036,23.0,4.04305126783455,0.9904,3.19,0.38,11.3,5
0,7.2,0.25,0.39,18.95,0.038,42.0,5.049856007249537,0.9999,2.97,0.47,9.0,6
1,8.4,0.715,0.2,2.4,0.076,10.0,3.6635616461296463,0.99735,3.31,0.64,9.4,5
0,6.5,0.36,0.31,4.1,0.061,20.0,4.90527477843843,0.99475,3.18,0.45,9.0,6
0,6.8,0.28,0.36,7.0,0.043,60.0,5.337538079701318,0.99556,3.16,0.49,9.6,6
0,6.6,0.38,0.29,2.9,0.035,15.0,4.624972813284271,0.98916,3.04,0.37,12.5,6
0,7.1,0.18,0.32,12.2,0.048,36.0,4.836281906951478,0.9967,2.92,0.54,9.4,6
1,12.7,0.6,0.65,2.3,0.063,6.0,3.258096538021482,0.9997,3.03,0.57,9.9,5
1,12.0,0.28,0.49,1.9,0.074,10.0,3.091042453358316,0.9976,2.98,0.66,9.9,7
0,6.2,0.38,0.42,2.5,0.038,34.0,4.770684624465665,0.99132,3.36,0.59,11.6,7
0,5.5,0.16,0.31,1.2,0.026,31.0,4.23410650459726,0.9898,3.33,0.44,11.65,6
0,5.8,0.34,0.21,7.2,0.041,48.0,4.990432586778736,0.99441,3.16,0.49,9.8,5
1,9.8,0.25,0.49,2.7,0.088,15.0,3.5263605246161616,0.9982,3.42,0.9,10.0,6
0,6.7,0.24,0.35,13.1,0.05,64.0,5.327876168789581,0.997,3.15,0.5,9.5,5
0,6.7,0.2,0.41,9.1,0.044,50.0,5.117993812416755,0.9954,3.14,0.58,9.8,6
0,7.4,0.33,0.44,7.6,0.05,40.0,5.429345628954441,0.99679,3.12,0.52,9.0,5
0,6.1,0.34,0.31,12.0,0.053,46.0,5.476463551931511,0.9977,3.16,0.48,8.6,5
0,6.5,0.21,0.37,2.5,0.048,70.0,4.9344739331306915,0.9917,3.33,0.75,11.4,7
0,6.4,0.26,0.49,6.4,0.037,37.0,5.087596335232384,0.9954,3.38,0.53,9.7,6
1,7.3,0.365,0.49,2.5,0.088,39.0,4.672828834461906,0.9966,3.36,0.78,11.0,5
0,8.2,0.35,0.4,6.3,0.039,35.0,5.093750200806762,0.9936,3.15,0.34,11.9,7
0,5.4,0.23,0.36,1.5,0.03,74.0,4.804021044733257,0.98976,3.24,0.99,12.1,7
0,7.3,0.3,0.33,2.3,0.043,28.0,4.836281906951478,0.99084,3.34,0.44,12.6,7
1,8.6,0.49,0.51,2.0,0.422,16.0,4.143134726391533,0.9979,3.03,1.17,9.0,5
0,5.8,0.28,0.3,3.9,0.026,36.0,4.663439094112067,0.98963,3.26,0.58,12.75,6
0,6.5,0.22,0.29,7.4,0.028,16.0,4.477336814478207,0.99311,3.15,0.56,10.9,7
0,7.9,0.35,0.36,1.6,0.038,11.0,4.8283137373023015,0.9928,3.25,0.48,11.0,5
1,7.1,0.43,0.17,1.8,0.082,27.0,3.9512437185814275,0.99634,3.49,0.64,10.4,5
1,9.0,0.45,0.49,2.6,0.084,21.0,4.330733340286331,0.9987,3.35,0.57,9.7,5
1,7.3,0.365,0.49,2.5,0.088,39.0,4.672828834461906,0.9966,3.36,0.78,11.0,5
0,6.1,0.32,0.37,1.8,0.051,13.0,5.303304908059076,0.9945,3.49,0.44,10.5,4
0,7.0,0.22,0.39,2.1,0.055,39.0,5.293304824724492,0.9951,3.52,0.54,10.2,6
0,7.0,0.15,0.28,14.7,0.051,29.0,5.0106352940962555,0.99792,2.96,0.39,9.0,7
0,6.3,0.3,0.34,1.6,0.049,14.0,4.890349128221754,0.994,3.3,0.49,9.5,6
0,7.2,0.15,0.39,1.8,0.043,21.0,5.075173815233827,0.9948,3.52,0.47,10.0,5
0,6.5,0.16,0.33,1.0,0.027,23.0,4.330733340286331,0.9908,3.3,0.39,11.4,7
0,5.6,0.245,0.25,9.7,0.032,12.0,4.23410650459726,0.994,3.31,0.34,10.5,5
1,8.8,0.64,0.17,2.9,0.084,25.0,4.875197323201151,0.99818,3.23,0.54,9.6,5
1,7.1,0.61,0.02,2.5,0.081,17.0,4.477336814478207,0.99745,3.48,0.6,9.7,6
0,7.0,0.24,0.24,1.8,0.047,29.0,4.5217885770490405,0.99251,3.3,0.43,9.9,6
0,6.3,0.35,0.3,5.7,0.035,8.0,4.584967478670572,0.9927,3.27,0.41,11.0,7
0,7.2,0.28,0.26,12.5,0.046,48.0,5.19295685089021,0.9975,3.1,0.52,9.0,6
0,8.3,0.25,0.49,16.8,0.048,50.0,5.43372200355424,1.0001,3.03,0.52,9.2,6
0,7.3,0.18,0.31,17.3,0.055,32.0,5.288267030694535,1.0002,3.13,0.46,9.0,6
1,7.4,0.61,0.01,2.0,0.074,13.0,3.6635616461296463,0.99748,3.48,0.65,9.8,5
0,6.6,0.32,0.24,1.3,0.06,42.5,5.3230099791384085,0.99512,3.59,0.51,9.2,5
0,5.8,0.33,0.23,5.0,0.053,29.0,4.672828834461906,0.99458,3.13,0.52,9.0,5
0,6.1,0.31,0.34,2.8,0.042,59.5,5.093750200806762,0.99179,3.27,0.47,10.8,6
0,7.7,0.3,0.26,18.95,0.053,36.0,5.1647859739235145,0.99976,3.2,0.5,10.4,5
0,8.1,0.34,0.28,7.5,0.04,70.0,5.442417710521793,0.99558,3.14,0.55,9.8,6
0,7.3,0.51,0.29,11.3,0.034,61.0,5.41610040220442,0.99683,3.14,0.56,9.5,6
1,7.7,0.39,0.12,1.7,0.097,19.0,3.332204510175204,0.99596,3.16,0.49,9.4,5
0,7.0,0.24,0.35,1.0,0.032,42.0,4.653960350157523,0.98988,3.16,0.37,11.7,7
0,6.8,0.24,0.35,6.4,0.048,44.0,5.153291594497779,0.9944,3.29,0.55,10.5,7
0,6.4,0.24,0.26,8.2,0.054,47.0,5.209486152841421,0.99538,3.12,0.5,9.5,5
0,7.7,0.24,0.31,1.3,0.047,33.0,4.672828834461906,0.993,3.22,0.55,10.8,6
0,7.5,0.26,0.31,1.6,0.032,36.0,4.700480365792417,0.99044,2.97,0.43,11.9,6
0,7.7,0.35,0.49,8.65,0.033,42.0,5.231108616854587,0.9931,3.14,0.38,12.4,8
0,7.6,0.23,0.49,10.0,0.036,45.0,5.209486152841421,0.9967,3.08,0.58,9.6,6
0,5.6,0.39,0.24,4.7,0.034,27.0,4.356708826689592,0.9906,3.28,0.36,12.7,5
0,6.5,0.21,0.51,17.6,0.045,34.0,4.836281906951478,0.99966,3.2,0.47,8.8,6
1,8.0,0.31,0.45,2.1,0.216,5.0,2.833213344056216,0.99358,3.15,0.81,12.5,7
0,6.6,0.26,0.52,8.2,0.047,52.0,5.2574953720277815,0.99541,3.16,0.47,9.5,6
0,8.0,0.66,0.72,17.55,0.042,62.0,5.455321115357702,0.9999,2.92,0.68,9.4,4
1,9.0,0.8,0.12,2.4,0.083,8.0,3.367295829986474,0.99836,3.33,0.65,10.4,6
0,7.3,0.35,0.67,8.3,0.053,10.0,4.61512051684126,0.9959,3.19,0.5,10.9,5
0,7.1,0.18,0.39,14.5,0.051,48.0,5.056245805348308,0.99947,3.35,0.78,9.1,5
1,8.5,0.655,0.49,6.1,0.122,34.0,5.0238805208462765,1.001,3.31,1.14,9.3,5
0,6.2,0.25,0.44,15.8,0.057,39.0,5.123963979403259,0.99804,3.14,0.51,9.2,5
1,7.6,0.49,0.33,1.9,0.074,27.0,4.454347296253507,0.99706,3.41,0.58,9.0,5
0,8.0,0.25,0.13,17.2,0.036,49.0,5.393627546352362,0.9996,2.96,0.46,9.7,5
0,7.0,0.25,0.56,2.0,0.035,20.0,4.564348191467836,0.9918,3.23,0.53,11.0,6
0,7.4,0.21,0.8,12.3,0.038,77.0,5.214935757608986,0.99778,2.95,0.48,9.0,5
0,7.1,0.25,0.39,2.1,0.036,30.0,4.8283137373023015,0.9908,3.28,0.43,12.2,8
0,6.9,0.19,0.33,1.6,0.039,27.0,4.59511985013459,0.9898,3.09,0.46,12.3,7
0,9.2,0.19,0.42,2.0,0.047,16.0,4.653960350157523,0.99517,3.09,0.66,10.0,4
0,6.8,0.45,0.3,11.8,0.094,23.0,4.584967478670572,0.997,3.09,0.44,9.6,5
1,7.2,0.54,0.27,2.6,0.084,12.0,4.3694478524670215,0.9964,3.39,0.71,11.0,5
1,7.1,0.71,0.0,1.9,0.08,14.0,3.58351893845611,0.9972,3.47,0.55,9.4,5
0,8.0,0.23,0.37,9.6,0.054,23.0,5.075173815233827,0.99795,3.32,0.47,9.8,4
0,7.1,0.16,0.36,1.2,0.043,21.0,4.51085950651685,0.9925,3.16,0.42,11.0,7
1,8.8,0.7,0.0,1.7,0.069,8.0,2.995732273553991,0.99701,3.31,0.53,10.0,6
0,7.1,0.33,0.64,13.2,0.056,12.0,4.663439094112067,0.9972,3.05,0.39,9.2,5
0,6.4,0.24,0.32,0.95,0.041,23.0,4.882801922586371,0.99033,3.25,0.35,11.8,5
1,9.9,0.59,0.07,3.4,0.102,32.0,4.276666119016055,1.00015,3.31,0.71,9.8,5
1,7.1,0.65,0.18,1.8,0.07,13.0,3.713572066704308,0.997,3.44,0.6,9.1,5
0,7.4,0.27,0.26,11.8,0.053,55.0,5.159055299214529,0.99699,3.11,0.6,9.8,5
0,5.9,0.35,0.47,2.2,0.11,14.0,4.9344739331306915,0.9932,3.09,0.5,9.1,5
0,7.0,0.29,0.33,0.9,0.041,20.0,4.770684624465665,0.99048,3.21,0.5,11.4,5
0,6.4,0.26,0.26,1.1,0.052,22.0,5.176149732573829,0.99304,3.09,0.54,9.3,5
1,7.6,0.39,0.31,2.3,0.082,23.0,4.276666119016055,0.9982,3.52,0.65,9.7,5
0,5.3,0.395,0.07,1.3,0.035,26.0,4.634728988229636,0.992,3.5,0.35,10.6,6
1,8.9,0.75,0.14,2.5,0.086,9.0,3.4339872044851463,0.99824,3.34,0.64,10.5,5
1,6.8,0.41,0.31,8.8,0.084,26.0,3.828641396489095,0.99824,3.38,0.64,10.1,6
1,7.4,0.965,0.0,2.2,0.088,16.0,3.4965075614664802,0.99756,3.58,0.67,10.2,5
0,6.6,0.23,0.37,8.5,0.036,46.0,5.0369526024136295,0.99576,3.2,0.48,9.4,6
1,7.2,0.57,0.05,2.3,0.081,16.0,3.6109179126442243,0.99564,3.38,0.6,10.3,6
0,6.1,0.38,0.42,5.0,0.016,31.0,4.736198448394496,0.99007,3.15,0.31,12.4,7
0,5.9,0.54,0.0,0.8,0.032,12.0,4.418840607796598,0.99286,3.25,0.36,8.8,5
1,11.5,0.18,0.51,4.0,0.104,4.0,3.1780538303479458,0.9996,3.28,0.97,10.1,6
0,6.2,0.18,0.38,1.5,0.028,36.0,4.770684624465665,0.993,3.47,0.54,9.7,6
1,7.4,0.55,0.19,1.8,0.082,15.0,3.5553480614894135,0.99655,3.49,0.68,10.5,5
0,8.1,0.17,0.44,14.1,0.053,43.0,4.983606621708336,1.0006,3.28,0.75,8.8,8
1,6.2,0.36,0.24,2.2,0.095,19.0,3.7612001156935624,0.9946,3.57,0.57,11.7,6
1,10.2,0.54,0.37,15.4,0.214,55.0,4.564348191467836,1.00369,3.18,0.77,9.0,6
0,6.9,0.44,0.18,11.8,0.051,26.0,4.844187086458591,0.9975,3.23,0.48,9.1,5
1,7.4,0.55,0.19,1.8,0.082,15.0,3.5553480614894135,0.99655,3.49,0.68,10.5,5
0,6.0,0.35,0.51,1.2,0.029,10.0,4.634728988229636,0.9903,3.46,0.42,11.9,6
0,7.1,0.25,0.28,1.6,0.052,46.0,5.135798437050262,0.9926,3.05,0.41,10.5,5
0,5.6,0.29,0.05,0.8,0.038,11.0,3.4339872044851463,0.9924,3.36,0.35,9.2,5
1,9.1,0.3,0.34,2.0,0.064,12.0,3.258096538021482,0.99516,3.26,0.84,11.7,7
0,7.3,0.2,0.39,2.3,0.048,24.0,4.477336814478207,0.99044,2.94,0.35,12.0,6
0,7.1,0.29,0.34,7.8,0.036,49.0,4.859812404361672,0.99397,3.21,0.4,10.7,6
0,6.5,0.32,0.3,2.3,0.051,20.0,4.852030263919617,0.98964,3.13,0.52,12.8,6
0,6.0,0.24,0.34,1.0,0.036,52.0,5.220355825078324,0.99097,3.44,0.44,11.45,6
0,6.3,0.21,0.58,10.0,0.081,34.0,4.844187086458591,0.9962,2.95,0.46,8.9,5
0,7.5,0.2,0.41,1.2,0.05,26.0,4.882801922586371,0.99133,3.19,0.52,11.1,5
0,6.1,0.27,0.43,7.5,0.049,65.0,5.497168225293202,0.9957,3.12,0.47,9.0,5
0,6.7,0.28,0.34,8.9,0.048,32.0,4.718498871295094,0.99455,3.25,0.54,11.0,7
0,5.0,0.17,0.56,1.5,0.026,24.0,4.7535901911063645,0.9906,3.48,0.39,10.8,7
1,13.3,0.34,0.52,3.2,0.094,17.0,3.9889840465642745,1.0014,3.05,0.81,9.5,6
1,6.3,0.6,0.1,1.6,0.048,12.0,3.295836866004329,0.99306,3.55,0.51,12.1,5
0,7.2,0.19,0.39,1.2,0.036,32.0,4.454347296253507,0.9918,3.16,0.5,10.5,5
1,5.0,0.42,0.24,2.0,0.06,19.0,3.9318256327243257,0.9917,3.72,0.74,14.0,8
0,9.2,0.23,0.3,1.1,0.031,40.0,4.605170185988092,0.9929,2.94,0.3,10.4,6
0,7.3,0.32,0.34,6.6,0.032,24.0,4.727387818712341,0.99505,3.22,0.46,9.8,6
0,6.4,0.1,0.35,4.9,0.048,31.0,4.6443908991413725,0.9947,3.43,0.79,9.7,6
0,6.1,0.16,0.24,1.4,0.046,17.0,4.356708826689592,0.99319,3.66,0.57,10.3,6
0,5.7,0.25,0.21,1.5,0.044,21.0,4.6913478822291435,0.99142,3.3,0.59,11.0,6
0,7.5,0.26,0.52,13.2,0.047,64.0,5.19295685089021,0.9982,3.1,0.46,9.0,5
0,7.6,0.13,0.34,9.3,0.062,40.0,4.844187086458591,0.9966,3.21,0.39,9.6,5
0,6.7,0.105,0.32,12.4,0.051,34.0,4.672828834461906,0.998,3.54,0.45,9.2,6
0,6.5,0.44,0.47,5.45,0.014,44.0,4.927253685157205,0.98984,3.13,0.32,13.0,8
0,6.2,0.26,0.29,2.0,0.036,16.0,4.477336814478207,0.99081,3.33,0.61,11.8,6
0,6.7,0.41,0.24,5.4,0.035,33.0,4.7535901911063645,0.9901,3.12,0.44,12.8933333333333,7
1,10.9,0.53,0.49,4.6,0.118,10.0,2.8903717578961645,1.0002,3.07,0.56,11.7,6
0,6.4,0.22,0.38,9.1,0.044,35.0,4.852030263919617,0.99326,2.97,0.3,11.0,7
0,6.0,0.45,0.65,9.7,0.08,11.0,5.075173815233827,0.9956,3.04,0.48,9.4,5
0,7.1,0.33,0.64,13.2,0.056,12.0,4.663439094112067,0.9972,3.05,0.39,9.2,5
0,6.6,0.24,0.38,8.0,0.042,56.0,5.236441962829949,0.99577,3.21,0.46,9.2,5
0,7.0,0.15,0.28,14.7,0.051,29.0,5.0106352940962555,0.99792,2.96,0.39,9.0,7
0,7.0,0.14,0.4,1.7,0.035,16.0,4.454347296253507,0.9911,3.19,0.42,11.8,6
0,6.6,0.18,0.28,3.3,0.044,18.0,4.5217885770490405,0.993,3.42,0.64,10.8,6
0,6.0,0.3,0.33,2.1,0.042,31.0,4.852030263919617,0.98964,3.32,0.42,12.5,6
0,7.3,0.13,0.32,14.4,0.051,34.0,4.700480365792417,0.9974,3.2,0.35,9.2,6
0,6.7,0.31,0.31,9.9,0.04,10.0,5.170483995038151,0.9953,3.46,0.55,11.4,4
0,7.8,0.49,0.49,7.0,0.043,29.0,5.0106352940962555,0.9952,3.21,0.33,10.0,5
0,7.2,0.23,0.19,13.7,0.052,47.0,5.288267030694535,0.99865,3.12,0.53,9.0,5
0,6.4,0.21,0.44,7.4,0.045,47.0,5.209486152841421,0.9957,3.24,0.46,9.1,5
1,11.3,0.37,0.5,1.8,0.09,20.0,3.871201010907891,0.99734,3.15,0.57,10.5,5
0,7.4,0.25,0.37,2.6,0.05,24.0,4.890349128221754,0.99138,3.04,0.53,11.2,6
0,5.8,0.3,0.09,6.3,0.042,36.0,4.9344739331306915,0.99382,3.15,0.48,9.7,5
0,7.5,0.3,0.32,1.4,0.032,31.0,5.087596335232384,0.99154,2.95,0.42,10.5,5
0,6.3,0.19,0.29,2.0,0.022,33.0,4.574710978503383,0.98902,3.04,0.54,12.8,7
1,5.4,0.74,0.09,1.7,0.089,16.0,3.295836866004329,0.99402,3.67,0.56,11.6,6
0,6.8,0.28,0.29,11.9,0.052,51.0,5.0106352940962555,0.99544,3.02,0.58,10.4,6
0,7.4,0.3,0.22,1.4,0.046,16.0,4.912654885736052,0.9928,3.08,0.77,10.4,7
0,6.9,0.24,0.33,12.5,0.046,47.0,5.0369526024136295,0.9983,3.28,0.77,9.6,6
1,9.6,0.77,0.12,2.9,0.082,30.0,4.31748811353631,0.99865,3.3,0.64,10.4,6
0,6.1,0.38,0.14,3.9,0.06,27.0,4.736198448394496,0.99344,3.07,0.34,9.2,4
0,7.3,0.22,0.49,9.4,0.034,29.0,4.90527477843843,0.9939,2.99,0.32,11.0,7
0,7.5,0.3,0.21,6.55,0.026,33.0,4.969813299576001,0.99244,2.92,0.35,11.1,5
0,8.0,0.26,0.28,4.8,0.05,34.0,5.017279836814924,0.99437,3.13,0.5,10.0,6
1,10.8,0.89,0.3,2.6,0.132,7.0,4.110873864173311,0.99786,2.99,1.18,10.2,5
0,6.2,0.18,0.49,4.5,0.047,17.0,4.51085950651685,0.9919,3.27,0.37,11.6,6
0,7.2,0.31,0.5,13.3,0.056,68.0,5.278114659230517,0.9982,3.01,0.47,9.2,5
0,8.2,0.36,0.29,7.6,0.035,37.0,4.812184355372417,0.9939,3.16,0.34,12.0,5
1,7.8,0.6,0.14,2.4,0.086,3.0,2.772588722239781,0.9975,3.42,0.6,10.8,6
0,6.0,0.28,0.25,1.8,0.042,8.0,4.6913478822291435,0.9929,3.08,0.55,9.0,5
1,9.4,0.395,0.46,4.6,0.094,3.0,2.3978952727983707,0.99639,3.27,0.64,12.2,7
0,7.6,0.48,0.37,1.2,0.034,5.0,4.060443010546419,0.99256,3.05,0.54,10.4,3
0,6.8,0.23,0.3,1.7,0.043,19.0,4.564348191467836,0.99207,3.17,0.46,10.7,7
1,8.8,0.33,0.41,5.9,0.073,7.0,2.6390573296152584,0.99658,3.3,0.62,12.1,7
1,9.1,0.5,0.3,1.9,0.065,8.0,2.8903717578961645,0.99774,3.32,0.71,10.5,6
0,6.4,0.16,0.44,1.2,0.051,39.0,4.812184355372417,0.99058,3.11,0.75,11.3,7
1,7.8,0.53,0.01,1.6,0.077,3.0,2.995732273553991,0.995,3.16,0.46,9.8,5
1,7.8,0.6,0.26,2.0,0.08,31.0,4.882801922586371,0.99622,3.21,0.52,9.9,5
